 (40.7258985, -73.9969815),
 (40.7188506, -74.0086008),
 (40.7402483, -73.99364778281722),
 (40.629880551020406, -73.92181751020408),
 (40.794275909090906, -73.94257645454546),
 (40.7222848, -74.0011015),
 (40.71415745, -74.00909917541986),
 (40.67855385, -73.9826678753673),
 (40.7564611, -73.9831996),
 (40.86386210204081, -73.91725159183673),
 (40.72526333333334, -74.00145877777777),
 (40.5785818, -73.9380957),
 (41.10247065, -72.36639546272585),
 (40.65565, -73.873236),
 (42.72771605877891, -73.70320208585983),
 (40.7269177, -74.0008129),
 (40.779018125, -73.9539639375),
 (40.7080718, -73.9449079),
 (40.76398435, -73.99735415206882),
 (40.600086950000005, -73.76260384312377),
 (40.7501297, -73.9733465),
 (40.754433, -73.97967518605721),
 (40.71320428571428, -73.96569371428572),
 (40.747388, -74.0008984),
 (40.72295715, -74.00272024856534),
 (40.700189249999994, -73.94036386240322),
 (40.771038, -73.961883),
 (40.7149959, -73.966523),
 (40.7225891, -73.99629160369663),
 (40.6975988, -73.96744),
 (40.715859699999996, -73.96247737383268),
 (40.7517813, -73.97933661104537),
 (40.72999096583135, -73.95144130883918),
 (40.719053200000005, -73.95330305),
 (40.7358007, -73.9893344),
 (40.727138714285715, -73.95892757142857),
 (40.7505275, -73.9898925),
 (40.69991927027027, -73.91403737837838),
 (40.720059, -73.9911183),
 (40.645644142857144, -73.90302171428571),
 (40.64635695918368, -74.0128321632653),
 (40.7582684, -73.9929915),
 (40.7498065, -73.9840785),
 (40.809347, -73.9496298),
 (40.763676149999995, -73.970325863131),
 (40.68135983333333, -73.96599851190476),
 (40.80684327777778, -73.9420745),
 (40.809692850000005, -73.95079681818088),
 (40.57541216451715, -73.98261283748813),
 (40.76279, -73.9829442),
 (40.67755161904762, -73.98776295238095),
 (40.602973931818184, -74.00789595454546),
 (40.7256642, -73.9989626),
 (40.6947934, -73.99501385674182),
 (42.71483163265306, -73.70605210204081),
 (40.7021211, -73.9931023),
 (40.863822, -73.917154),
 (40.722265, -73.95949333333334),
 (40.716749300000004, -73.96152409441856),
 (40.722671399999996, -73.95614450059972),
 (40.7149953, -73.942585),
 (40.7194159, -73.9440107),
 (40.7511803, -73.9802959),
 (40.807710900000004, -73.9301910013616),
 (40.7765944, -73.9530343),
 (40.721289, -73.998943),
 (40.7211238, -74.0027515),
 (40.7460385, -73.9860891),
 (40.80623977777778, -73.93829600000001),
 (40.64557712244898, -73.90294718367348),
 (40.5638151, -74.13257),
 (40.7220396, -73.99926791476827),
 (40.7565827, -73.9944985),
 (40.7369123, -73.95843894365672),
 (40.72897155, -73.99337629714833),
 (40.682635673469385, -73.96079571428571),
 (40.7889288, -73.9706329),
 (40.631614, -73.919492),
 (40.7481402, -73.9938579),
 (40.8019416, -73.9373235),
 (40.75778325, -73.98377644146242),
 (40.806919416666666, -73.94367991666667),
 (40.69890465, -73.95566915593513),
 (40.7367068, -74.0096799),
 (40.6698009, -73.91131085),
 (40.76611965, -73.96919684625507),
 (40.751338450000006, -73.97900047190298),
 (40.70920665, -74.01004770783898),
 (40.7049964, -73.949155),
 (40.7247568, -73.9567797),
 (40.58009193939394, -73.9853966969697),
 (42.7143168, -73.71184280966837),
 (40.7190273, -74.0020158),
 (40.73180375, -73.95812723068943),
 (41.10247244826962, -72.36606524839962),
 (40.6538738, -74.007695),
 (40.6972833, -73.931537),
 (40.7713086, -73.9932945),
 (40.792044499999996, -73.96536708333333),
 (40.75409625, -73.97363014402868),
 (40.67689071428571, -73.92406057142857),
 (40.7566828, -73.96761647584906),
 (40.620522199999996, -73.96467851360981),
 (40.67596, -73.893798),
 (40.72424851612903, -74.00535712903226),
 (40.7058026, -74.01047569015998),
 (40.7645897, -73.9704618),
 (40.651623, -74.00175317725922),
 (40.75540359183673, -73.98522536734694),
 (40.7637759, -73.9963845),
 (40.6794197, -73.97895963298807),
 (40.60701356097561, -73.9626266097561),
 (40.7475728, -73.9888643316651),
 (40.5541389, -74.1431695),
 (40.7194167, -73.9979338),
 (40.7455555, -74.0017516),
 (40.74158515, -73.99230303606134),
 (40.737003200000004, -73.99084639075846),
 (40.7598702, -73.97379062974935),
 (40.7313981, -73.9927297),
 (40.69040533333333, -73.98494783333334),
 (40.57993441414141, -73.97595815151514),
 (40.634523, -74.02367),
 (40.7570377, -73.9777794),
 (40.7529581, -73.98675531099062),
 (40.7793896, -73.9770726),
 (40.7494367, -73.9826415),
 (40.7941564375, -73.9722760625),
 (40.8160772, -73.9459458),
 (40.736483050000004, -73.98228846634939),
 (40.7498053, -73.98513159843557),
 (40.72076935, -73.95747670824625),
 (40.74618015, -73.99332614685423),
 (40.6339138, -74.00721),
 (40.66562814285714, -73.88558485714286),
 (40.63299705, -73.94829109903728),
 (40.7145782, -74.0080127),
 (40.7382609, -73.9821989),
 (40.7558726, -73.9704163),
 (40.6566266, -74.0084324),
 (40.8483567, -73.9317784),
 (40.70964755, -73.95849290415352),
 (40.7617175, -73.9974331),
 (40.709094300000004, -74.00626756944155),
 (40.6535484, -73.8669567),
 (40.66900023076923, -73.91478615384615),
 (40.774525999999994, -73.98313909314717),
 (40.7221554, -73.99868638912059),
 (42.726778726761786, -73.70233763127999),
 (40.7480514, -73.9947655069492),
 (40.742881100000005, -73.9953892604707),
 (40.804083, -73.93541246153846),
 (40.702414265306125, -73.98880025510203),
 (42.7090057, -73.71443000000001),
 (40.749554450000005, -73.97622453362516),
 (40.7738132, -73.9816316),
 (40.70066065, -73.94131112226533),
 (40.7508538, -74.0036078),
 (40.7622952, -73.97592252965097),
 (40.7369146, -73.98920876549667),
 (40.7366941, -73.9900361),
 (40.64679895, -73.97134259819359),
 (42.712378, -73.71175586583925),
 (40.70739505, -74.01355077977927),
 (40.60585058, -73.98523486),
 (40.747936, -73.9883877),
 (42.709032, -73.713248),
 (40.7304709, -74.0007447),
 (40.685194, -73.980607),
 (40.6404888, -74.075896),
 (40.75803195, -73.98483199122256),
 (40.751959, -73.9864256),
 (40.6930882, -73.9720057),
 (42.712429, -73.71360351020408),
 (42.712825, -73.712203),
 (40.76351445, -73.98390711845306),
 (40.7704241, -73.98123314817387),
 (40.8092982, -73.9305335),
 (40.762519850000004, -73.97181703733835),
 (40.7248411, -74.0006739),
 (40.59051, -74.1650734),
 (40.7492164, -73.9868101),
 (40.6232018, -74.1485547),
 (40.760041099999995, -73.9818903421781),
 (40.7618743, -73.9682563),
 (40.6971741, -73.9829688),
 (40.80979293939394, -73.94842142424243),
 (40.678193885714286, -73.95488957142857),
 (40.71236585, -73.93766723947627),
 (40.7555913, -73.9621887),
 (40.70672355, -73.95376792533114),
 (40.6996342, -73.919566),
 (40.70443405, -73.9923845),
 (40.7214685, -74.0003133),
 (40.8931283, -73.8205375),
 (40.6607211, -73.920297092149),
 (40.8152634, -73.9441078),
 (40.6834016875, -73.9791020625),
 (40.633579, -74.07613968439034),
 (40.633076700000004, -74.1171836422468),
 (40.6712914, -73.9310251),
 (40.60823215, -73.96042765456899),
 (40.7003395, -73.93422555111707),
 (40.79439265, -73.96967599083226),
 (42.80059385714286, -73.94890328571428),
 (40.79954166666667, -73.96821733333333),
 (40.6903401, -73.9829673),
 (40.685546200000005, -73.97772358182537),
 (40.758877, -73.96964409512756),
 (40.752017249999994, -73.9808252),
 (40.74185375, -74.00728242187499),
 (40.6245982, -74.14288873633218),
 (40.70804825, -74.01487855),
 (40.6895445, -73.9879612),
 (40.6974336, -73.95892835000001),
 (40.7497095, -73.98609003143156),
 (42.343898, -78.935829),
 (40.721829908163265, -73.95656140816327),
 (40.8023839, -73.9497604),
 (40.6765119, -73.9127574),
 (40.8120077, -73.9550848),
 (40.756502, -73.97336164306073),
 (40.7622941, -73.97507538397295),
 (40.75784715, -73.99223011350482),
 (40.77133675, -73.98260008236542),
 (42.80211414285714, -73.949505),
 (40.7515177, -73.98156623058387),
 (40.80138709523809, -73.93763057142857),
 (40.78369395, -73.94917614117922),
 (40.7867813, -73.9417567),
 (40.6927371, -74.0000345),
 (40.6674077, -73.89925339477041),
 (40.76074295, -73.96523984133496),
 (40.72710033333333, -74.00581686666666),
 (40.729562099999995, -73.95136917579269),
 (40.7824049, -73.9811499),
 (40.6926787, -73.92039788190623),
 (40.751362650000004, -73.97512657866304),
 (40.743930750000004, -73.98034604501021),
 (40.714625, -74.0083944),
 (40.7519148, -73.97553),
 (40.67763332142857, -73.98336089285715),
 (40.7939238, -73.9664969),
 (40.81376015, -73.95506526188043),
 (41.103509, -72.36598246938775),
 (40.7563975, -73.97836658669951),
 (40.763729299999994, -73.97661025644783),
 (40.7064577, -73.9334856),
 (40.763842600000004, -73.97296406510694),
 (40.707761530612245, -74.01356734693879),
 (40.76114925, -73.98464776846424),
 (42.71520424028384, -73.71127781292253),
 (40.54418277230503, -74.16286421553426),
 (40.71063895, -74.00796990227622),
 (40.764459849999994, -73.97449410382455),
 (40.7415171, -74.0062759)
