(40.66885593333333, -73.86880906666667),
(40.72964981818182, -74.00091254545454),
(40.74558845, -74.00007101366131),
(40.7073017, -74.01169293622516),
(40.7411472, -73.99211529319186),
(40.71931522727273, -73.96141336363637),
(40.75193765, -73.98830564599342),
(40.63097965, -73.9774776471771),
 (40.5757617, -73.993739),
 (40.7296393, -73.9500212),
 (40.5778226, -73.9934212),
 (40.7373662, -73.9839735),
 (40.678643, -73.958602),
 (40.70681178571429, -73.92248535714286),
 (40.709049, -73.934515),
 (40.6195706, -73.93397117231845),
 (40.6293401, -74.1142215),
 (40.717922, -73.964154),
 (40.5639272, -74.1143462),
 (40.5764948, -73.9678187),
 (40.706993, -73.933659),
 (40.723597322580645, -73.95460551612904),
 (40.7033972, -73.990887),
 (40.7815647, -73.9539002),
 (40.7189269, -73.9545714),
 (40.65242473333333, -73.9591048),
 (40.990764600000006, -73.87842823743702),
 (40.7471682, -73.9910255),
 (40.71313022222222, -73.95759877777779),
 (41.103357, -72.36599520408163),
 (42.712440163265306, -73.7092370612245),
 (40.7642505, -73.99793080889339),
 (40.7202256, -74.0015682),
 (40.697211, -73.960922),
 (40.766850112244896, -73.99404756122449),
 (40.5232315443038, -74.23925206329113),
 (40.6808323, -73.9536169),
 (40.52819158809241, -74.23743545740977),
 (40.755799499999995, -73.99738739525293),
 (42.732399290232415, -73.70250961529891),
 (40.848989857142854, -73.936871),
 (40.8196299, -73.9444819),
 (40.74228391836735, -73.99110844897959),
 (40.59021135, -73.96023706256597),
 (40.58676375, -73.95203725784029),
 (40.6206544, -74.007273),
 (40.6847728, -73.9742394),
 (40.520736, -74.217683),
 (40.60678789473684, -73.97228436842104),
 (40.60432175, -73.9726125),
 (40.7189793, -73.946675),
 (40.7500533877551, -74.00365836734694),
 (40.50995335, -74.24713775000001),
 (40.8026919, -73.93614554687983),
 (40.761973749999996, -73.96227599617663),
 (40.7182986, -73.9448952),
 (40.7531443, -73.99111345),
 (42.7352973, -73.71131),
 (40.94783525, -73.8937227937998),
 (40.7478474, -73.9873572),
 (40.7476009, -73.9868755),
 (40.7475001875, -73.9865399375),
 (40.7538227, -73.9889979),
 (40.755506100000005, -73.96942221521043),
 (40.722925, -74.002369),
 (40.7190092, -73.9918027499002),
 (40.63428605, -74.12324575091051),
 (40.7041127, -73.9868413),
 (40.6995838, -73.98721707678408),
 (40.6186654, -73.92844505028398),
 (40.6102309, -73.9439397),
 (40.7834733, -73.9502583),
 (40.5273907, -74.233939),
 (40.60720915, -74.00144236159105),
 (40.704761250000004, -74.00595511542886),
 (40.7389754, -73.9838977),
 (40.6728674, -73.9910249),
 (40.58538875, -73.95205110958923),
 (40.65343878947368, -73.88691336842105),
 (40.7430035, -74.0058886),
 (40.6819833, -73.9688709),
 (40.81050169387755, -73.94965006122449),
 (40.66877028571429, -73.90964004081633),
 (40.6910037, -73.9242883),
 (40.6247672, -74.14856086045738),
 (40.67622, -73.983731),
 (40.722199714285715, -74.00158042857143),
 (40.6155853, -73.92962860064989),
 (40.7179428, -73.95576868575758),
 (40.6501993, -73.95781292985555),
 (40.7437261, -73.9835592),
 (40.74380889744286, -73.99266935386287),
 (40.7226841, -73.9992804),
 (40.7613625, -73.9843113),
 (40.63970075510204, -73.98306983673469),
 (40.63783188095238, -74.07661871428571),
 (40.7177858, -73.9849194),
 (40.70695825000001, -73.92452175),
 (40.6687259, -73.92052729341106),
 (40.7298686, -73.9590216),
 (40.7189793, -73.946675),
 (40.7500533877551, -74.00365836734694),
 (40.50995335, -74.24713775000001),
 (40.8026919, -73.93614554687983),
 (40.761973749999996, -73.96227599617663),
 (40.7182986, -73.9448952),
 (40.7531443, -73.99111345),
 (42.7352973, -73.71131),
 (40.94783525, -73.8937227937998),
 (40.7478474, -73.9873572),
 (40.7476009, -73.9868755),
 (40.7475001875, -73.9865399375),
 (40.7538227, -73.9889979),
 (40.755506100000005, -73.96942221521043),
 (40.722925, -74.002369),
 (40.7190092, -73.9918027499002),
 (40.63428605, -74.12324575091051),
 (40.7041127, -73.9868413),
 (40.6995838, -73.98721707678408),
 (40.6186654, -73.92844505028398),
 (40.6102309, -73.9439397),
 (40.7834733, -73.9502583),
 (40.5273907, -74.233939),
 (40.60720915, -74.00144236159105),
 (40.704761250000004, -74.00595511542886),
 (40.7389754, -73.9838977),
 (40.6728674, -73.9910249),
 (40.58538875, -73.95205110958923),
 (40.65343878947368, -73.88691336842105),
 (40.7430035, -74.0058886),
 (40.6819833, -73.9688709),
 (40.81050169387755, -73.94965006122449),
 (40.66877028571429, -73.90964004081633),
 (40.6910037, -73.9242883),
 (40.6247672, -74.14856086045738),
 (40.67622, -73.983731),
 (40.722199714285715, -74.00158042857143),
 (40.6155853, -73.92962860064989),
 (40.7179428, -73.95576868575758),
 (40.6501993, -73.95781292985555),
 (40.7437261, -73.9835592),
 (40.74380889744286, -73.99266935386287),
 (40.7226841, -73.9992804),
 (40.7613625, -73.9843113),
 (40.63970075510204, -73.98306983673469),
 (40.63783188095238, -74.07661871428571),
 (40.7177858, -73.9849194),
 (40.70695825000001, -73.92452175),
 (40.6687259, -73.92052729341106),
 (40.7298686, -73.9590216),
 (40.67922775, -73.94992024999999),
 (40.71667731428572, -73.99467854285714),
 (40.5784211, -73.9583005),
 (40.7433913, -73.9892649),
 (40.6738764, -73.9995394),
 (40.7192036, -74.00961075732478),
 (40.7767283, -73.9824048),
 (40.70797775, -74.01109348756432),
 (40.61023078846154, -73.96253503846154),
 (40.743844, -74.00425844897958),
 (40.7221123, -73.9584677),
 (40.706415428571425, -73.92432857142857),
 (40.7090799, -73.9249972),
 (42.95471490247753, -74.29101854758918),
 (40.7374751, -74.0002167),
 (40.7066477, -73.9241185),
 (40.7455054, -73.98792202007509),
 (42.71042081632653, -73.71133720408163),
 (40.7022468, -73.9422008),
 (40.746518, -74.006974),
 (40.7995229, -73.93076844732735),
 (40.63412375, -73.88903325),
 (40.612594349999995, -74.15865101139471),
 (42.71576100566184, -73.70508320176167),
 (40.7313981, -73.9927297),
 (40.669664749999995, -73.93354187719416),
 (40.83859281632653, -73.94144318367347),
 (40.578571, -74.101853),
 (40.6894744, -73.9856916),
 (40.7385701, -73.9877712),
 (40.7625626, -73.9835281),
 (40.6413913, -74.0760822),
 (40.7948992, -73.9719361),
 (40.8089453, -73.9302259),
 (40.7506032, -73.9713921),
 (40.8443019, -73.9342776),
 (40.5757455, -73.9804567),
 (40.7246643, -73.9958567),
 (40.844236699999996, -73.93636164406439),
 (40.8492525, -73.9332434),
 (40.700085781249996, -73.94672184375),
 (40.7476245, -73.9907294),
 (40.7523481, -73.9744712),
 (40.7392151, -73.9942981),
 (40.7625148, -73.9685564),
 (40.67435656451613, -73.99964069354839),
 (40.7610198, -73.9730731),
 (40.7087961, -73.95998133948065),
 (40.63001925, -73.9475135),
 (40.703204945454544, -73.94180346363636),
 (40.72278845, -74.00372971525668),
 (40.60891465, -73.95712087289849),
 (40.722591, -74.00259184615385),
 (40.714463, -73.94231738875393),
 (40.7022219, -73.9835799),
 (40.756878, -73.9932298),
 (40.639049299999996, -73.98155338780848),
 (40.689819, -73.92245266666667),
 (40.65868841379311, -73.87554124137931),
 (40.7155958, -73.9662504),
 (40.7593749, -73.9711618),
 (40.744349299999996, -73.98919775247415),
 (40.749031200000005, -73.98669714290216),
 (40.63460410204081, -73.91451081632653),
 (40.7583719, -73.983971),
 (40.7150025, -73.95273600849765),
 (40.5996058, -73.94207252142031),
 (40.949199, -72.84437105),
 (40.6882763, -73.98016939053673),
 (40.6168628367347, -73.97697391836735),
 (40.714795882352945, -73.9414846764706),
 (40.7520835, -73.98489867725127),
 (40.718879, -73.999389),
 (40.669587750000005, -73.99551775934276),
 (40.7200334, -74.00095964764975),
 (40.70462355, -73.9870601641565),
 (40.725159250000004, -74.00981388636364),
 (40.8179411, -73.9609019),
 (40.6895914, -73.98245208571429),
 (40.7496482, -73.9955415),
 (40.710048, -74.0080338),
 (40.7394173, -73.9951134),
 (40.76665385, -73.98738033634767),
 (40.7220396, -73.99926791476827),
 (40.950676, -72.7899464),
 (40.71891385, -73.99979419120828),
 (40.660740469387754, -73.8849243877551),
 (40.670054, -73.98860462823598),
 (40.69556063636364, -73.93289713636364),
 (40.678331892857145, -73.98516003571429),
 (40.659989350000004, -73.99776098779057),
 (40.7153775, -73.9623469),
 (42.708560375, -73.71527045833334),
 (40.52140205, -74.23464940633262),
 (40.757343649999996, -73.78115920270537),
 (40.6152792244898, -73.97433789795919),
 (40.63276894736842, -73.94744315789474),
 (40.682753, -73.97717114674708),
 (40.5991824, -73.9511732),
 (40.7115484, -73.95063450577486),
 (40.718875749999995, -73.99963365468261),
 (42.709286660000004, -73.7142956),
 (40.74610775, -74.001482725),
 (40.668804, -73.89961436363637),
 (40.650001700000004, -73.958246258125),
